token,description
7937f7d56b5444fd8c55052460e23807,Rain  Cross intersection  cross intersection  parking lots  peds on sidewalk  low traffic density  parked cars
64ca274b5f69458bb5d21e0e2e071902,Parking lot  parked trucks  trailers  cones  barrier  cross roundabout
64ca274b5f69458bb5d21e0e2e071902,Parking lot  parked trucks  trailers  cones  barrier  cross roundabout
64ca274b5f69458bb5d21e0e2e071902,Parking lot  parked trucks  trailers  cones  barrier  cross roundabout
087c6e521e974c708d49cac1db095691,Rain  parked cars  peds on sidewalk  construction  cross intersection
087c6e521e974c708d49cac1db095691,Rain  parked cars  peds on sidewalk  construction  cross intersection
087c6e521e974c708d49cac1db095691,Rain  parked cars  peds on sidewalk  construction  cross intersection
d83994e61a1b431cacf34931801d0c78,Bicycle rack  motorcycle  bus stops  low traffic  nature  parked bicycle
d83994e61a1b431cacf34931801d0c78,Bicycle rack  motorcycle  bus stops  low traffic  nature  parked bicycle
d83994e61a1b431cacf34931801d0c78,Bicycle rack  motorcycle  bus stops  low traffic  nature  parked bicycle
bf753f22bc524274bc359467e0be149c,Parked bicycle  jaywalker  bus  peds on sidewalk  cones  parked cars
bf753f22bc524274bc359467e0be149c,Parked bicycle  jaywalker  bus  peds on sidewalk  cones  parked cars
bf753f22bc524274bc359467e0be149c,Parked bicycle  jaywalker  bus  peds on sidewalk  cones  parked cars
68fc5e3698a544d1bdf5847b88ad77d4,Cars  cross intersection  peds on sidewalk  barriers  cars overtaking us
68fc5e3698a544d1bdf5847b88ad77d4,Cars  cross intersection  peds on sidewalk  barriers  cars overtaking us
68fc5e3698a544d1bdf5847b88ad77d4,Cars  cross intersection  peds on sidewalk  barriers  cars overtaking us
b3f63d06b6c54ae6ae80d688f4966408,Car overtaking us  peds on sidewalk  cones
b3f63d06b6c54ae6ae80d688f4966408,Car overtaking us  peds on sidewalk  cones
b3f63d06b6c54ae6ae80d688f4966408,Car overtaking us  peds on sidewalk  cones
a5003bf9af8545a3a4c7f1f5604e8d3b,Cones  cross intersection  construction vehicle  truck  many peds
a5003bf9af8545a3a4c7f1f5604e8d3b,Cones  cross intersection  construction vehicle  truck  many peds
a5003bf9af8545a3a4c7f1f5604e8d3b,Cones  cross intersection  construction vehicle  truck  many peds
ea68050d37ea40688241b2dc361ec886,Many peds  jaywalkers  cars  parked motorcycle  truck  arrive at intersection
ea68050d37ea40688241b2dc361ec886,Many peds  jaywalkers  cars  parked motorcycle  truck  arrive at intersection
ea68050d37ea40688241b2dc361ec886,Many peds  jaywalkers  cars  parked motorcycle  truck  arrive at intersection
57f5503bf63144b8bf450315e860f58e,Turn left  cars
57f5503bf63144b8bf450315e860f58e,Turn left  cars
57f5503bf63144b8bf450315e860f58e,Turn left  cars
01796494e25c448dadaba70cfcc3532d,Lane change  dense traffic  buses  cars  ped  arrive at intersection
01796494e25c448dadaba70cfcc3532d,Lane change  dense traffic  buses  cars  ped  arrive at intersection
01796494e25c448dadaba70cfcc3532d,Lane change  dense traffic  buses  cars  ped  arrive at intersection
03a8a37d5d444674bae34336e78ac39d,Ped on sidewalk  turn right  truck  cars  cross intersection  buses  motorcycle  cones  slope
03a8a37d5d444674bae34336e78ac39d,Ped on sidewalk  turn right  truck  cars  cross intersection  buses  motorcycle  cones  slope
03a8a37d5d444674bae34336e78ac39d,Ped on sidewalk  turn right  truck  cars  cross intersection  buses  motorcycle  cones  slope
5dd272b76c3f4e2582040a91f2be2dde,Parked buses  parked bicycles  many peds  cone
5dd272b76c3f4e2582040a91f2be2dde,Parked buses  parked bicycles  many peds  cone
5dd272b76c3f4e2582040a91f2be2dde,Parked buses  parked bicycles  many peds  cone
cf652a711c8e40209132036a95162fed,Bus  cars  motorcycles  turn left  peds on sidewalk
cf652a711c8e40209132036a95162fed,Bus  cars  motorcycles  turn left  peds on sidewalk
cf652a711c8e40209132036a95162fed,Bus  cars  motorcycles  turn left  peds on sidewalk
c6072dd4f7cc47efaad77889aa465ad6,Parking lot  peds on sidewalk  jaywalker  parked bicycle  arrive at intersection  wait
c6072dd4f7cc47efaad77889aa465ad6,Parking lot  peds on sidewalk  jaywalker  parked bicycle  arrive at intersection  wait
c6072dd4f7cc47efaad77889aa465ad6,Parking lot  peds on sidewalk  jaywalker  parked bicycle  arrive at intersection  wait
748894952b00431186308b387c2f424c,Wait at intersection  nature  scooters  peds on sidewalk  ped with umbrella  parked bicycle  taxi  jaywalker  delivery scooter  turn right
748894952b00431186308b387c2f424c,Wait at intersection  nature  scooters  peds on sidewalk  ped with umbrella  parked bicycle  taxi  jaywalker  delivery scooter  turn right
748894952b00431186308b387c2f424c,Wait at intersection  nature  scooters  peds on sidewalk  ped with umbrella  parked bicycle  taxi  jaywalker  delivery scooter  turn right
c0990deaa8954a54afc86f7710f349a1,Motorcycles  parked bicycle  cross intersection  peds crossing crosswalk  car passing by  peds sidewalk
c0990deaa8954a54afc86f7710f349a1,Motorcycles  parked bicycle  cross intersection  peds crossing crosswalk  car passing by  peds sidewalk
c0990deaa8954a54afc86f7710f349a1,Motorcycles  parked bicycle  cross intersection  peds crossing crosswalk  car passing by  peds sidewalk
212fd4c9c9174635a7ec76051c8eec9e,Turn right  motorcycle  cross intersection  peds on sidewalk  cars  parked bicycle
212fd4c9c9174635a7ec76051c8eec9e,Turn right  motorcycle  cross intersection  peds on sidewalk  cars  parked bicycle
212fd4c9c9174635a7ec76051c8eec9e,Turn right  motorcycle  cross intersection  peds on sidewalk  cars  parked bicycle
5d5506d750cc41d8bd33840d5350d7ad,Car passing by  parking lot  cones  bus passing by  many peds  parked truck
5d5506d750cc41d8bd33840d5350d7ad,Car passing by  parking lot  cones  bus passing by  many peds  parked truck
5d5506d750cc41d8bd33840d5350d7ad,Car passing by  parking lot  cones  bus passing by  many peds  parked truck
b09162caded44198b149b4bce3558056,Many peds  parking lot  parked bicycle  bus  parked motorcycles  turn right  cross intersection  stopped truck  people on truck
b09162caded44198b149b4bce3558056,Many peds  parking lot  parked bicycle  bus  parked motorcycles  turn right  cross intersection  stopped truck  people on truck
b09162caded44198b149b4bce3558056,Many peds  parking lot  parked bicycle  bus  parked motorcycles  turn right  cross intersection  stopped truck  people on truck
dac50250c406439480be8b44d2c5a634,Cross intersection  parking lot  peds on sidewalk  parked motorcycle
dac50250c406439480be8b44d2c5a634,Cross intersection  parking lot  peds on sidewalk  parked motorcycle
dac50250c406439480be8b44d2c5a634,Cross intersection  parking lot  peds on sidewalk  parked motorcycle
40a2faa275fe4b9bb7412259485bb46e,Rain  turn right  bridge  peds  ships  ped with umbrella
40a2faa275fe4b9bb7412259485bb46e,Rain  turn right  bridge  peds  ships  ped with umbrella
40a2faa275fe4b9bb7412259485bb46e,Rain  turn right  bridge  peds  ships  ped with umbrella
fd0d4fdda5c04f7eb43ecd2097df56fa,Rain  peds  bridge  parked cars  parking lot  bicycle rack  jaywalker  parked bicycle
fd0d4fdda5c04f7eb43ecd2097df56fa,Rain  peds  bridge  parked cars  parking lot  bicycle rack  jaywalker  parked bicycle
fd0d4fdda5c04f7eb43ecd2097df56fa,Rain  peds  bridge  parked cars  parking lot  bicycle rack  jaywalker  parked bicycle
76b36918bd4c487581a4196ffd1b1434,Rain  waiting at red light  parked cars  peds
76b36918bd4c487581a4196ffd1b1434,Rain  waiting at red light  parked cars  peds
76b36918bd4c487581a4196ffd1b1434,Rain  waiting at red light  parked cars  peds
f55c8c62235146d895f611176fd0a5dc,Rain  parked cars  parked bicycle  peds  animal  waiting at red light
f55c8c62235146d895f611176fd0a5dc,Rain  parked cars  parked bicycle  peds  animal  waiting at red light
f55c8c62235146d895f611176fd0a5dc,Rain  parked cars  parked bicycle  peds  animal  waiting at red light
40516b7f46e548d19dfee580e9a5afa6,Rain  peds  truck  wait at red light  parked cars  parking lot  parked bicycle
40516b7f46e548d19dfee580e9a5afa6,Rain  peds  truck  wait at red light  parked cars  parking lot  parked bicycle
40516b7f46e548d19dfee580e9a5afa6,Rain  peds  truck  wait at red light  parked cars  parking lot  parked bicycle
6b6a24b7ae6b40ee95d60918f7f4cb2e,Rain  waiting at intersection  jaywalkers  peds  parking lot  bus
6b6a24b7ae6b40ee95d60918f7f4cb2e,Rain  waiting at intersection  jaywalkers  peds  parking lot  bus
6b6a24b7ae6b40ee95d60918f7f4cb2e,Rain  waiting at intersection  jaywalkers  peds  parking lot  bus
13be0238abba499e95ba4e6404b22223,Rain  wait at intersection  construction  truck turning
13be0238abba499e95ba4e6404b22223,Rain  wait at intersection  construction  truck turning
13be0238abba499e95ba4e6404b22223,Rain  wait at intersection  construction  truck turning
e15260c4ed5b4505900d497ef92ddd2d,Rain  construction site  cones  barriers  construction worker  parked cars  parking lot  bridge  peds
e15260c4ed5b4505900d497ef92ddd2d,Rain  construction site  cones  barriers  construction worker  parked cars  parking lot  bridge  peds
e15260c4ed5b4505900d497ef92ddd2d,Rain  construction site  cones  barriers  construction worker  parked cars  parking lot  bridge  peds
938479858b4849dd8ceddc11c154082b,Rain  parked cars  barriers  cones  containers  truck  person standing on truck  ped  construction site  construction vehicle  parking lot  bus
938479858b4849dd8ceddc11c154082b,Rain  parked cars  barriers  cones  containers  truck  person standing on truck  ped  construction site  construction vehicle  parking lot  bus
938479858b4849dd8ceddc11c154082b,Rain  parked cars  barriers  cones  containers  truck  person standing on truck  ped  construction site  construction vehicle  parking lot  bus
6447a9c30b0140d783871b08104ae7b3,Rain  bus  parked cars  parked scooter  parked bicycle  waiting at intersection
6447a9c30b0140d783871b08104ae7b3,Rain  bus  parked cars  parked scooter  parked bicycle  waiting at intersection
6447a9c30b0140d783871b08104ae7b3,Rain  bus  parked cars  parked scooter  parked bicycle  waiting at intersection
d033fb0d79ea42b9a356fa5162172598,Rain  parked cars  parked bicycle  parked scooter  barriers  fence  bus  cones  turn left  peds
d033fb0d79ea42b9a356fa5162172598,Rain  parked cars  parked bicycle  parked scooter  barriers  fence  bus  cones  turn left  peds
d033fb0d79ea42b9a356fa5162172598,Rain  parked cars  parked bicycle  parked scooter  barriers  fence  bus  cones  turn left  peds
c31adab2faea4db6ae5673eb8a507d00,Rain  wait at intersection  truck  parked cars  peds  parking lot  turn left
c31adab2faea4db6ae5673eb8a507d00,Rain  wait at intersection  truck  parked cars  peds  parking lot  turn left
c31adab2faea4db6ae5673eb8a507d00,Rain  wait at intersection  truck  parked cars  peds  parking lot  turn left
ee909cb746e44174be804f26bc971efe,Rain  peds  parking lot  truck  waiting at intersection
ee909cb746e44174be804f26bc971efe,Rain  peds  parking lot  truck  waiting at intersection
ee909cb746e44174be804f26bc971efe,Rain  peds  parking lot  truck  waiting at intersection
23663ff8f4614b8bb005d67e51a69283,Rain  jaywalker  truck  parked cars  stop at red light
23663ff8f4614b8bb005d67e51a69283,Rain  jaywalker  truck  parked cars  stop at red light
23663ff8f4614b8bb005d67e51a69283,Rain  jaywalker  truck  parked cars  stop at red light
d58468c6097c425e89671a7b3f480acf,Rain  truck  peds  parked cars  ships
d58468c6097c425e89671a7b3f480acf,Rain  truck  peds  parked cars  ships
d58468c6097c425e89671a7b3f480acf,Rain  truck  peds  parked cars  ships
3289046b886f4c98a676bd7e6a3c6ef1,Rain  peds  truck  ships  cones  parked cars  barriers  arrive at intersection
3289046b886f4c98a676bd7e6a3c6ef1,Rain  peds  truck  ships  cones  parked cars  barriers  arrive at intersection
3289046b886f4c98a676bd7e6a3c6ef1,Rain  peds  truck  ships  cones  parked cars  barriers  arrive at intersection
857922568e4e4fb89c3ee3010eb93c7c,Rain  truck  peds  waiting at intersection
857922568e4e4fb89c3ee3010eb93c7c,Rain  truck  peds  waiting at intersection
857922568e4e4fb89c3ee3010eb93c7c,Rain  truck  peds  waiting at intersection
dcdea563c77544bb887de11d87619d3c,Rain  peds  truck  cones  parked cars  turn right  parking lot  animal
dcdea563c77544bb887de11d87619d3c,Rain  peds  truck  cones  parked cars  turn right  parking lot  animal
dcdea563c77544bb887de11d87619d3c,Rain  peds  truck  cones  parked cars  turn right  parking lot  animal
53e8446852bf488bb1b09ae032918bbd,Rain  wait at intersection  bicycle racks  peds  ped with umbrella  ped crossing crosswalk  ped with bag  parking lot  truck
53e8446852bf488bb1b09ae032918bbd,Rain  wait at intersection  bicycle racks  peds  ped with umbrella  ped crossing crosswalk  ped with bag  parking lot  truck
53e8446852bf488bb1b09ae032918bbd,Rain  wait at intersection  bicycle racks  peds  ped with umbrella  ped crossing crosswalk  ped with bag  parking lot  truck
c77e6ecf108c4c8b80d35d84642c805f,Rain  parking lot  parked cars  truck  wait at intersection  parked bicycles  peds  barriers
c77e6ecf108c4c8b80d35d84642c805f,Rain  parking lot  parked cars  truck  wait at intersection  parked bicycles  peds  barriers
c77e6ecf108c4c8b80d35d84642c805f,Rain  parking lot  parked cars  truck  wait at intersection  parked bicycles  peds  barriers
782f9486adbd4546a492e69b6697ef70,Rain  parking lot  parked bicycles  parked cars  bicycle rack  turn left  peds  ped crossing crosswalk  cross intersection  barriers
782f9486adbd4546a492e69b6697ef70,Rain  parking lot  parked bicycles  parked cars  bicycle rack  turn left  peds  ped crossing crosswalk  cross intersection  barriers
782f9486adbd4546a492e69b6697ef70,Rain  parking lot  parked bicycles  parked cars  bicycle rack  turn left  peds  ped crossing crosswalk  cross intersection  barriers
2131d9fd2c48418081875019e35cf6a2,Rain  parked cars  barriers  peds  parked bicycle  parked scooter  bicycle rack  parking lot  crossing intersection
2131d9fd2c48418081875019e35cf6a2,Rain  parked cars  barriers  peds  parked bicycle  parked scooter  bicycle rack  parking lot  crossing intersection
2131d9fd2c48418081875019e35cf6a2,Rain  parked cars  barriers  peds  parked bicycle  parked scooter  bicycle rack  parking lot  crossing intersection
3014465d5958427aac89c4f15b6050dd,Rain  parked cars  peds  cross intersection  cones  ped crossing crosswalk  parked bicycles  cones
3014465d5958427aac89c4f15b6050dd,Rain  parked cars  peds  cross intersection  cones  ped crossing crosswalk  parked bicycles  cones
3014465d5958427aac89c4f15b6050dd,Rain  parked cars  peds  cross intersection  cones  ped crossing crosswalk  parked bicycles  cones
65cfdc10a42e499ea704c617e077afe0,Rain  parked cars  peds  cones  jaywalker  parked bicycle  turn left
65cfdc10a42e499ea704c617e077afe0,Rain  parked cars  peds  cones  jaywalker  parked bicycle  turn left
65cfdc10a42e499ea704c617e077afe0,Rain  parked cars  peds  cones  jaywalker  parked bicycle  turn left
e083627747d8499a8c4e94c7abf941e2,Rain  parked cars  cones  peds  car leaving parking garage  cross intersection  construction site  construction vehicle  barrier
e083627747d8499a8c4e94c7abf941e2,Rain  parked cars  cones  peds  car leaving parking garage  cross intersection  construction site  construction vehicle  barrier
e083627747d8499a8c4e94c7abf941e2,Rain  parked cars  cones  peds  car leaving parking garage  cross intersection  construction site  construction vehicle  barrier
fd4ef697de684d0a8e016a8f8ae61193,Rain  parked cars  peds  construction  fence  flooded road  construction vehicle  truck  parked motorcycles  narrow street  bus  parking lot
fd4ef697de684d0a8e016a8f8ae61193,Rain  parked cars  peds  construction  fence  flooded road  construction vehicle  truck  parked motorcycles  narrow street  bus  parking lot
fd4ef697de684d0a8e016a8f8ae61193,Rain  parked cars  peds  construction  fence  flooded road  construction vehicle  truck  parked motorcycles  narrow street  bus  parking lot
098c11f50ff2425a9ff994e004de1216,Rain  parked cars  parking lot  ped crossing crosswalk  peds
098c11f50ff2425a9ff994e004de1216,Rain  parked cars  parking lot  ped crossing crosswalk  peds
098c11f50ff2425a9ff994e004de1216,Rain  parked cars  parking lot  ped crossing crosswalk  peds
82aa6c89bbf744a6a5a12cc171d8376e,Rain  parked cars  peds  peds crossing crosswalk  stop at red light
82aa6c89bbf744a6a5a12cc171d8376e,Rain  parked cars  peds  peds crossing crosswalk  stop at red light
82aa6c89bbf744a6a5a12cc171d8376e,Rain  parked cars  peds  peds crossing crosswalk  stop at red light
881da81bb35a4bdb925e0a2884ee7f0f,Rain  parked cars  peds  cross intersection  parking lot  truck  parked bicycle
881da81bb35a4bdb925e0a2884ee7f0f,Rain  parked cars  peds  cross intersection  parking lot  truck  parked bicycle
881da81bb35a4bdb925e0a2884ee7f0f,Rain  parked cars  peds  cross intersection  parking lot  truck  parked bicycle
7e2d9f38f8eb409ea57b3864bb4ed098,Rain  parked cars  peds  parked bicycle  parking lot  truck  turn left
7e2d9f38f8eb409ea57b3864bb4ed098,Rain  parked cars  peds  parked bicycle  parking lot  truck  turn left
7e2d9f38f8eb409ea57b3864bb4ed098,Rain  parked cars  peds  parked bicycle  parking lot  truck  turn left
4c5c675340d14cd88a65b5e22eb9c9c1,Rain  parked cars  parking lot  peds  ped crossing crosswalk
4c5c675340d14cd88a65b5e22eb9c9c1,Rain  parked cars  parking lot  peds  ped crossing crosswalk
4c5c675340d14cd88a65b5e22eb9c9c1,Rain  parked cars  parking lot  peds  ped crossing crosswalk
727214583a2a478094d4f093d20c7060,Rain  parked cars  parked bicycle  parked scooter  bus  cones  peds
727214583a2a478094d4f093d20c7060,Rain  parked cars  parked bicycle  parked scooter  bus  cones  peds
727214583a2a478094d4f093d20c7060,Rain  parked cars  parked bicycle  parked scooter  bus  cones  peds
3e1f0257a4b8457486651de2d16b61ab,Rain  wait at intersection  bicycle rack  parked cars  bus  peds  ped crossing crosswalk
3e1f0257a4b8457486651de2d16b61ab,Rain  wait at intersection  bicycle rack  parked cars  bus  peds  ped crossing crosswalk
3e1f0257a4b8457486651de2d16b61ab,Rain  wait at intersection  bicycle rack  parked cars  bus  peds  ped crossing crosswalk
209e9e9c3a2e4a399c44b6aa8be659d6,Enter road  turn left  workers  construction  construction vehicle  bus  back up to avoid cone  turn left  many peds
209e9e9c3a2e4a399c44b6aa8be659d6,Enter road  turn left  workers  construction  construction vehicle  bus  back up to avoid cone  turn left  many peds
209e9e9c3a2e4a399c44b6aa8be659d6,Enter road  turn left  workers  construction  construction vehicle  bus  back up to avoid cone  turn left  many peds
93036f2be8de445aad06b727b848cea5,Many peds  jaywalker  parked motorcycle  turn left  parked bicycles
93036f2be8de445aad06b727b848cea5,Many peds  jaywalker  parked motorcycle  turn left  parked bicycles
93036f2be8de445aad06b727b848cea5,Many peds  jaywalker  parked motorcycle  turn left  parked bicycles
8461c1125eaf46c7abaf4ee18e8c4ee6,Parking lot  barriers  people at parking lot  parked bicycle  cones  peds  jaywalker
8461c1125eaf46c7abaf4ee18e8c4ee6,Parking lot  barriers  people at parking lot  parked bicycle  cones  peds  jaywalker
8461c1125eaf46c7abaf4ee18e8c4ee6,Parking lot  barriers  people at parking lot  parked bicycle  cones  peds  jaywalker
a4fe925930de41489b12b85b77d2f0cb,Parked vehicles  construction worker  parked bicycle  peds  parked vehicles  jaywalkers  ped carrying object  ped with backpack  cross intersection
a4fe925930de41489b12b85b77d2f0cb,Parked vehicles  construction worker  parked bicycle  peds  parked vehicles  jaywalkers  ped carrying object  ped with backpack  cross intersection
a4fe925930de41489b12b85b77d2f0cb,Parked vehicles  construction worker  parked bicycle  peds  parked vehicles  jaywalkers  ped carrying object  ped with backpack  cross intersection
43017e1e57174925ae241b2ebff7991b,Peds in sidewalk  parked vehicles  jaywalkers  parked scooter
43017e1e57174925ae241b2ebff7991b,Peds in sidewalk  parked vehicles  jaywalkers  parked scooter
43017e1e57174925ae241b2ebff7991b,Peds in sidewalk  parked vehicles  jaywalkers  parked scooter
f77e66f97d204b5da547f6c007dc2abf,Parked scooter  peds  parked bicycles  jaywalker  many peds  parked car
f77e66f97d204b5da547f6c007dc2abf,Parked scooter  peds  parked bicycles  jaywalker  many peds  parked car
f77e66f97d204b5da547f6c007dc2abf,Parked scooter  peds  parked bicycles  jaywalker  many peds  parked car
75548269eb0a4614a6f84ab8d7713196,Many peds  stopped car  peds crossing crosswalk  waiting at red light
75548269eb0a4614a6f84ab8d7713196,Many peds  stopped car  peds crossing crosswalk  waiting at red light
75548269eb0a4614a6f84ab8d7713196,Many peds  stopped car  peds crossing crosswalk  waiting at red light
2135a00f664d4a3bbfb938e007befa06,Waiting at red light  peds  motorcycle
2135a00f664d4a3bbfb938e007befa06,Waiting at red light  peds  motorcycle
2135a00f664d4a3bbfb938e007befa06,Waiting at red light  peds  motorcycle
02e484442a2f411b971edcf96ebbe885,Motorcycle  peds  ped crossing crosswalk  scooter  parked cars  person getting out of car
02e484442a2f411b971edcf96ebbe885,Motorcycle  peds  ped crossing crosswalk  scooter  parked cars  person getting out of car
02e484442a2f411b971edcf96ebbe885,Motorcycle  peds  ped crossing crosswalk  scooter  parked cars  person getting out of car
31cb85777b814e0ab6ae6d146964b6ae,Parked vehicles  person lifting box  ped getting in van  peds  parked motorcycle
31cb85777b814e0ab6ae6d146964b6ae,Parked vehicles  person lifting box  ped getting in van  peds  parked motorcycle
31cb85777b814e0ab6ae6d146964b6ae,Parked vehicles  person lifting box  ped getting in van  peds  parked motorcycle
21464a6831c1443db294d1b56a7a33a5,Parked motorcycle  motorcyclist  parked bicycle  peds  turn left
21464a6831c1443db294d1b56a7a33a5,Parked motorcycle  motorcyclist  parked bicycle  peds  turn left
21464a6831c1443db294d1b56a7a33a5,Parked motorcycle  motorcyclist  parked bicycle  peds  turn left
5a2aac9df32945d183fc81924ff148b6,Construction workers  barriers  construction vehicle  parked car  turn right  parked scooter
5a2aac9df32945d183fc81924ff148b6,Construction workers  barriers  construction vehicle  parked car  turn right  parked scooter
5a2aac9df32945d183fc81924ff148b6,Construction workers  barriers  construction vehicle  parked car  turn right  parked scooter
55b44b64f35c48689cdca8c39b672db4,Wait at intersection  many peds  bus  cars
55b44b64f35c48689cdca8c39b672db4,Wait at intersection  many peds  bus  cars
55b44b64f35c48689cdca8c39b672db4,Wait at intersection  many peds  bus  cars
7f03cd19d9cc4381a591fca00666d7ed,Wait at intersection  many peds  cars  peds crossing crosswalk
7f03cd19d9cc4381a591fca00666d7ed,Wait at intersection  many peds  cars  peds crossing crosswalk
7f03cd19d9cc4381a591fca00666d7ed,Wait at intersection  many peds  cars  peds crossing crosswalk
1319a9c0288f4ff9ae32d3f33b3bae17,Wait at intersection  many peds  ped push a trolley  cars  peds crossing crosswalk
1319a9c0288f4ff9ae32d3f33b3bae17,Wait at intersection  many peds  ped push a trolley  cars  peds crossing crosswalk
1319a9c0288f4ff9ae32d3f33b3bae17,Wait at intersection  many peds  ped push a trolley  cars  peds crossing crosswalk
8b93e49bac094cf0a1c3ea983912f89f,Wait at intersection  cars  motorcycle  many peds
8b93e49bac094cf0a1c3ea983912f89f,Wait at intersection  cars  motorcycle  many peds
8b93e49bac094cf0a1c3ea983912f89f,Wait at intersection  cars  motorcycle  many peds
8383c0b1422b46ad90e2a64ff3e91fcf,Many peds  motorcycle  cars  cross intersection  car overtaking us  parked bicycle
8383c0b1422b46ad90e2a64ff3e91fcf,Many peds  motorcycle  cars  cross intersection  car overtaking us  parked bicycle
8383c0b1422b46ad90e2a64ff3e91fcf,Many peds  motorcycle  cars  cross intersection  car overtaking us  parked bicycle
a2e8f126913b4f72909e06d881dc5a8b,Construction  many peds  lane blocked  switch lane  workers  bicycle rack  truck  parked scooter
a2e8f126913b4f72909e06d881dc5a8b,Construction  many peds  lane blocked  switch lane  workers  bicycle rack  truck  parked scooter
a2e8f126913b4f72909e06d881dc5a8b,Construction  many peds  lane blocked  switch lane  workers  bicycle rack  truck  parked scooter
2422d2652f4f42298a389a6e0dfef307,Construction workers  cones  many barrier  truck  construction vehicle  many peds  wait  barriers  construction zone
2422d2652f4f42298a389a6e0dfef307,Construction workers  cones  many barrier  truck  construction vehicle  many peds  wait  barriers  construction zone
2422d2652f4f42298a389a6e0dfef307,Construction workers  cones  many barrier  truck  construction vehicle  many peds  wait  barriers  construction zone
8fe2dd6f533646b39c8e81316597c52b,Truck  barrier  many peds  cones  cars  wait behind intersection  construction vehicle  arrive at intersection
8fe2dd6f533646b39c8e81316597c52b,Truck  barrier  many peds  cones  cars  wait behind intersection  construction vehicle  arrive at intersection
8fe2dd6f533646b39c8e81316597c52b,Truck  barrier  many peds  cones  cars  wait behind intersection  construction vehicle  arrive at intersection
76c632788f8c4516bef1c4297f2002f6,Construction vehicle  cones  peds crossing crosswalk  peds on sidewalk  motorcycle  parked bicycles
76c632788f8c4516bef1c4297f2002f6,Construction vehicle  cones  peds crossing crosswalk  peds on sidewalk  motorcycle  parked bicycles
76c632788f8c4516bef1c4297f2002f6,Construction vehicle  cones  peds crossing crosswalk  peds on sidewalk  motorcycle  parked bicycles
0be1ff07a8f148ca9535fb7f0deaf828,Parked bicycles  many peds  jaywalker  turn right
0be1ff07a8f148ca9535fb7f0deaf828,Parked bicycles  many peds  jaywalker  turn right
0be1ff07a8f148ca9535fb7f0deaf828,Parked bicycles  many peds  jaywalker  turn right
37284f813cc74496971ff58f5d37400a,Parking lot  turn right  cross intersection  parked bicycle  parked motorcycle  peds
37284f813cc74496971ff58f5d37400a,Parking lot  turn right  cross intersection  parked bicycle  parked motorcycle  peds
37284f813cc74496971ff58f5d37400a,Parking lot  turn right  cross intersection  parked bicycle  parked motorcycle  peds
a4bfab3710d4494aa3c9a443c1bf5573,Many peds  cross intersection  ped crossing crosswalk  parked bicycle
a4bfab3710d4494aa3c9a443c1bf5573,Many peds  cross intersection  ped crossing crosswalk  parked bicycle
a4bfab3710d4494aa3c9a443c1bf5573,Many peds  cross intersection  ped crossing crosswalk  parked bicycle
7f6043918b234b68a61e6caab7a33346,Parked bicycles  peds on sidewalk  parking lot  barrier
7f6043918b234b68a61e6caab7a33346,Parked bicycles  peds on sidewalk  parking lot  barrier
7f6043918b234b68a61e6caab7a33346,Parked bicycles  peds on sidewalk  parking lot  barrier
c2d5a5e7f7dc4e12b967fff22a0e1bf1,Parking lot  cones  ped on sidewalk
c2d5a5e7f7dc4e12b967fff22a0e1bf1,Parking lot  cones  ped on sidewalk
c2d5a5e7f7dc4e12b967fff22a0e1bf1,Parking lot  cones  ped on sidewalk
ca6abd081eaf48689f06b5e8fcc9d369,Night  ped in dark  parked cars
ca6abd081eaf48689f06b5e8fcc9d369,Night  ped in dark  parked cars
ca6abd081eaf48689f06b5e8fcc9d369,Night  ped in dark  parked cars
e71f69d57d944b6cb0ffc516a88b6104,Night  bump  ped in dark  low traffic  roundabout
e71f69d57d944b6cb0ffc516a88b6104,Night  bump  ped in dark  low traffic  roundabout
e71f69d57d944b6cb0ffc516a88b6104,Night  bump  ped in dark  low traffic  roundabout
c6d1085c40614693a046dae3168bdb35,Night  ped  bus  slope  flyover
c6d1085c40614693a046dae3168bdb35,Night  ped  bus  slope  flyover
c6d1085c40614693a046dae3168bdb35,Night  ped  bus  slope  flyover
796e7ae080984a0ab2b96ce80f18ca3b,Night  gate  bus  bus stop  cyclist  peds
796e7ae080984a0ab2b96ce80f18ca3b,Night  gate  bus  bus stop  cyclist  peds
796e7ae080984a0ab2b96ce80f18ca3b,Night  gate  bus  bus stop  cyclist  peds
599c50b42e294116bd702c9e5cc830a3,Night  bridge  oncoming cars  scooter  roundabout
599c50b42e294116bd702c9e5cc830a3,Night  bridge  oncoming cars  scooter  roundabout
599c50b42e294116bd702c9e5cc830a3,Night  bridge  oncoming cars  scooter  roundabout
242ac1b59fec4e0c9c200ffca81775e2,Night  roundabout  bus  ped crossing crosswalk
242ac1b59fec4e0c9c200ffca81775e2,Night  roundabout  bus  ped crossing crosswalk
242ac1b59fec4e0c9c200ffca81775e2,Night  roundabout  bus  ped crossing crosswalk
f30849d00388491fa6997a13d56c73fd,Night  ped  slope  distant cars  view down
f30849d00388491fa6997a13d56c73fd,Night  ped  slope  distant cars  view down
f30849d00388491fa6997a13d56c73fd,Night  ped  slope  distant cars  view down
09f67057dd8346388b28f79d9bb1cf04,Night  turn right  peds  lights
09f67057dd8346388b28f79d9bb1cf04,Night  turn right  peds  lights
09f67057dd8346388b28f79d9bb1cf04,Night  turn right  peds  lights
